customer_id,revenue,number_of_orders,recency_days,purchase,zip_code
92,204,3,292,0,22101
93,44,1,689,0,20817
94,125.5,5,289,1,20874
95,1972.2,41,138,0,22182
96,169,3,595,0,22030
97,1263.35,37,69,0,20171
98,13.25,3,801,0,21046
99,398,2,829,0,18940
100,139.5,4,333,0,20902
101,154.5,4,638,0,21044
102,308.5,7,252,0,22308
103,43.95,2,375,0,21771
104,168,2,251,0,21093
105,747,10,387,0,20176
106,1525.45,14,261,0,22182
107,39,2,34,0,19114
108,270.5,8,445,0,8534
109,179,6,119,0,8527
110,39.5,2,390,0,20165
111,345,2,959,0,20854
112,0,2,615,0,21209
113,267.7,7,79,0,22003
114,75.95,2,632,0,22302
115,431.5,12,88,0,20855
116,29,1,282,0,19046
117,476.75,10,23,0,19083
118,358.75,6,578,0,8620
119,143,5,75,1,8690
120,1056.8,20,276,1,22309
121,167,3,275,0,21060
122,208.95,4,175,1,8096
123,350.5,6,228,0,19067
124,165,4,402,0,20879
125,930.95,16,141,0,20814
126,1884.65,42,5,1,20111
127,119,1,293,0,8021
128,29,1,186,0,8034
129,3646.9,61,29,0,19004
130,72,2,661,0,21114
131,481.95,5,100,1,22150
132,535.45,13,108,0,8721
133,174.85,4,589,0,22903
134,879,22,238,0,22003
135,378.5,4,649,0,20191
136,367.4,7,89,0,20855
137,98,1,488,0,21228
138,129,1,247,0,19135
139,244.5,5,194,0,8043
140,528,11,137,0,8043
141,100,3,702,0,22302
142,57,1,878,0,19154
143,162.85,5,643,0,22911
144,188,2,257,0,21401
145,58,2,289,0,8062
146,545.55,13,216,0,8540
147,1877.7,41,101,1,8055
148,230.5,6,48,1,8088
149,64.45,3,27,0,22601
150,305,5,669,0,21234
151,39.5,2,31,0,20115
152,750.65,25,4,0,8226
153,1046.75,24,39,0,21212
154,268.9,4,12,0,20895
155,436,7,77,0,21210
156,1525.7,24,32,1,21042
157,358.95,12,794,0,21146
158,161,3,19,0,22601
159,1466.19,17,118,0,8540
160,89,1,145,0,20147
161,998.9,17,87,0,22033
162,183.9,3,319,0,22192
163,409.45,18,32,0,22042
164,156,3,623,0,20118
165,196,3,41,0,22308
166,1314.5,27,29,1,21146
167,48,2,237,0,19446
168,145,5,776,0,20708
169,396.7,9,95,0,20901
170,938,13,238,1,21035
171,354.8,12,8,0,20112
172,704.8,16,263,0,22181
173,286.4,6,10,1,22205
174,171.3,7,138,1,21218
175,592.45,13,318,1,20158
176,201,5,188,0,19087
177,34,1,332,0,20008
178,117,4,34,0,22151
179,39.95,1,81,0,19152
180,320.85,10,15,0,22003
181,64,2,43,0,20817
182,159.5,4,19,0,20815
183,0,1,113,0,23229
184,39,1,248,0,22207
185,769,23,266,0,22304
186,1503.8,35,85,0,19087
187,307,5,127,0,8226
188,479.9,15,274,0,8062
189,661.05,19,68,0,22207
190,0,1,970,0,22182
191,169,5,578,0,20817
192,210,5,269,0,22314
193,59,1,206,1,21244
194,319,10,32,0,23229
195,783.5,14,317,0,18940
196,153.95,8,202,0,21044
197,179,1,276,1,19010
198,196,3,657,0,8057
199,236,8,141,0,8034
200,68,1,292,0,20155
201,582.45,23,53,0,19083
202,108.5,2,73,0,22903
203,608.5,15,139,0,20109
204,117,4,847,0,19087
205,89.95,3,633,0,22901
206,0,2,334,0,21234
207,132,5,200,1,8088
208,137.5,3,181,1,19154
209,165.9,3,770,1,22031
210,368.85,12,172,1,20181
211,50,2,575,0,20164
212,25,1,32,0,8721
213,39.5,1,633,0,8619
214,34,1,266,0,20110
215,236,7,284,1,8071
216,475,8,273,0,8098
217,39.5,1,294,0,21014
218,200.95,7,51,1,8088
219,879.5,13,44,1,8054
220,142.3,7,34,0,21403
221,35,1,24,0,21224
222,83,2,263,0,8106
223,39.5,2,399,0,21236
224,45,1,273,0,19067
225,961.85,20,11,0,21093
226,679.5,15,293,0,21228
227,353,11,270,0,21403
228,82.4,5,604,0,8701
229,39.5,1,435,0,8755
230,1377.2,28,235,0,22041
231,425,14,20,0,19114
232,117,3,273,0,20171
233,148.5,3,264,0,21403
234,271,7,598,0,19149
235,218.6,11,450,0,22191
236,520.95,9,9,0,19038
237,206.5,4,292,0,20854
238,153,2,898,0,8065
239,103,3,249,0,20151
240,1655.95,32,129,0,7728
241,49,1,238,1,20770
242,248,2,347,0,8225
243,1177.6,29,124,1,20912
244,38,1,800,0,20904
245,79,2,666,0,22312
246,92,2,487,0,22015
247,1505.6,51,23,1,22015
248,285.9,8,426,0,8204
249,49,1,858,0,22630
250,1044.9,30,65,1,22204
251,294,3,270,1,20895
252,59,1,321,0,20120
253,141,4,119,0,20176
254,35,1,388,0,8075
255,365.5,6,116,0,20904
256,1719.45,40,51,0,19002
257,218.3,9,620,0,20136
258,241.45,8,437,1,21136
259,39,1,240,0,22003
260,78,2,340,0,8108
261,863.25,18,233,0,19038
262,0,1,78,1,8055
263,25,1,633,0,22066
264,343,7,265,0,8053
265,239,1,256,0,21093
266,55,1,167,0,19446
267,39.5,2,282,1,20854
268,34.95,1,583,0,21076
269,257,3,591,0,8691
270,118,2,696,0,21015
271,106,3,276,0,22701
272,156,4,48,1,21158
273,57,3,34,0,21236
274,60.95,3,188,0,20147
275,1356.95,44,191,1,19004
276,128.9,3,23,0,20171
277,138,3,273,0,19067
278,12.95,1,48,0,21114
279,368.45,8,139,0,23113
280,609.95,19,45,1,8054
281,433,10,6,0,8057
282,409.85,11,289,1,21136
283,639,10,105,1,22030
284,2242.9,45,65,1,22314
285,60,2,633,0,20111
286,119.95,4,786,0,20905
287,35,1,27,0,8043
288,1696.7,40,15,1,21117
289,12.5,1,694,0,21108
290,1145.95,40,8,1,21014
291,650.45,27,73,0,21114
292,66.5,2,175,0,20878
293,32,1,768,0,8088
294,71.2,1,217,0,8055
295,50,2,521,0,22193
296,535,15,323,1,19446
297,39.5,1,756,0,19002
298,213.35,9,63,0,20817
299,369.9,14,47,0,8053
300,2502.3,51,84,0,20171
301,65,1,766,0,21012
302,597.45,10,549,0,8035
303,20,1,263,0,20755
304,54,1,268,0,20008
305,113.95,3,300,0,21701
306,314.35,10,286,1,22039
307,48,3,262,0,20170
308,34.95,1,346,0,8322
309,29,1,142,0,8090
310,40,2,435,1,20007
311,780.15,19,47,0,19067
312,248.35,10,103,0,22405
313,109,3,788,0,21212
314,69,1,646,0,18940
315,157,2,568,0,8759
316,75,2,826,0,20832
317,64,2,208,0,21048
318,681,15,109,1,21113
319,1144.95,10,69,1,19083
320,35,1,707,0,20148
321,315.9,6,5,1,8060
322,78,2,277,0,8619
323,89,1,558,0,8215
324,187.5,3,258,0,18966
325,30,2,29,0,21208
326,133,4,368,0,8648
327,1388.95,29,19,1,8003
328,90,1,208,1,20874
329,44,2,906,0,8210
330,116.5,3,320,0,20882
331,130.5,3,658,0,23233
332,2002.95,42,72,1,21122
333,26.5,1,661,0,20910
334,87,3,265,0,22015
335,2223.45,43,14,1,21212
336,96.5,3,282,0,8540
337,125.2,4,530,0,20191
338,1962.3,35,61,1,20814
339,105.9,4,139,1,19002
340,129.75,5,655,0,22153
341,139,2,686,1,18901
342,115.3,5,431,0,20850
343,697.45,14,244,0,19083
344,107,3,266,0,20007
345,45,1,275,1,22182
346,553.4,10,15,0,20112
347,54,2,764,0,8109
348,268,4,329,1,21774
349,282.5,5,265,0,21015
350,667.24,18,90,0,22901
351,721.15,15,100,0,23185
352,373.95,6,393,0,19130
353,857.9,27,364,1,21136
354,215.9,11,14,0,19067
355,281.5,6,37,0,23113
356,2876.94,32,8,0,20818
357,488,6,260,1,22203
358,149.3,5,248,0,8550
359,79,3,389,0,21117
360,42,2,460,0,20194
361,211.45,5,386,0,22601
362,810.9,16,262,1,19038
363,39.95,2,632,0,21014
364,1087.15,20,10,1,20723
365,57.95,4,33,0,18901
366,74,1,601,0,21236
367,166.5,5,263,0,19002
368,622.8,17,258,0,18901
369,59,1,287,0,19115
370,208.5,6,289,0,20817
371,626,6,599,1,8108
372,106,3,144,0,8002
373,105.5,3,82,1,20175
374,2272.35,48,150,0,22124
375,568.5,11,209,0,8221
376,917.5,10,29,0,22152
377,208,5,241,0,20187
378,5183.45,98,84,1,19067
379,39,1,634,0,19087
380,69,1,304,0,20170
381,52,2,652,0,19147
382,101,4,286,0,21234
383,119.25,6,282,0,21228
384,227.9,7,287,0,21048
385,1155.7,39,52,0,8005
386,27.5,2,322,0,8054
387,39.5,1,263,1,8302
388,395,9,226,0,21117
389,152,5,504,0,7728
390,49.5,1,285,0,20854
391,1045,16,5,1,20854
392,174.5,6,263,0,22030
393,91,2,385,0,21014
394,159.35,6,38,0,22153
395,347,8,373,0,20902
396,500.45,12,180,1,20194
397,98.95,2,636,0,23229
398,39.5,2,364,0,19002
399,69,1,959,0,8054
400,39.5,1,939,0,19002
401,59,1,75,1,8054
402,35,1,405,0,8648
403,118,3,270,0,20155
404,176,5,24,0,8036
405,409,10,27,0,22310
406,520.35,18,227,0,22901
407,49,1,968,0,19027
408,448.95,11,101,0,20015
409,50.85,2,396,0,22193
410,238,3,302,0,21136
411,39.95,1,661,0,21209
412,19.5,1,693,0,19038
413,177,5,297,0,19027
414,470.7,19,301,0,19046
415,1056.5,24,74,0,20853
416,113.5,2,124,0,22602
417,91.95,2,236,0,23229
418,34,1,897,1,22206
419,65,2,300,0,22903
420,94.85,4,68,0,8107
421,49,1,656,0,20895
422,202.5,5,640,0,20852
423,370,9,64,0,8021
424,249.58,7,264,0,20191
425,39.5,2,384,0,20744
426,39,1,662,0,21158
427,56,1,759,0,19446
428,2608.95,47,1,0,20910
429,58,1,146,0,20879
430,505,9,237,0,20853
431,268,2,225,0,20151
432,129,1,952,0,22901
433,317.2,10,325,0,22181
434,258,5,457,0,19020
435,1094.15,34,26,0,8088
436,78.5,2,281,0,21207
437,58,2,138,1,21401
438,79.95,1,831,0,21093
439,113.5,3,273,0,20878
440,24.9,2,583,0,22191
441,49,1,486,0,21114
442,79,4,375,0,8724
443,560,6,95,0,20132
444,42.45,2,66,0,22308
445,371.7,12,103,1,21015
446,574.7,12,12,0,8096
447,34,1,260,0,21702
448,25,1,565,0,20194
449,308,12,137,0,22182
450,195,2,257,1,22901
451,371.5,9,19,0,20008
452,291,7,94,0,22204
453,111,4,144,0,8226
454,136,2,629,0,8234
455,527.85,11,345,0,20191
456,49,1,397,0,21012
457,104,5,202,0,19115
458,1308.2,20,216,1,20852
459,197.95,3,300,0,18901
460,294,4,274,0,21131
461,44,1,319,0,19067
462,280.5,7,257,0,20170
463,542.35,11,345,1,22301
464,30,1,321,1,20874
465,1680.35,45,120,1,22310
466,538.89,18,255,0,20814
467,39,1,405,0,20016
468,1291.45,45,218,1,8005
469,87,2,28,0,20015
470,426,7,115,0,19446
471,45.5,1,267,0,21042
472,241.5,8,154,0,20853
473,149.5,3,662,0,19446
474,54.95,2,718,0,8540
475,21.95,2,750,0,21054
476,0,2,226,0,21701
477,130.5,2,162,1,20910
478,191.45,6,40,0,19136
479,59,2,643,0,8534
480,43.85,3,50,0,21029
481,69,1,765,0,21117
482,18.9,2,753,0,21042
483,697.25,18,87,0,21042
484,99,1,262,0,19053
485,537.7,11,81,0,20171
486,1688.95,41,21,1,20850
487,57,1,894,0,21122
488,369,7,29,0,22308
489,59,1,2,0,8086
490,241.45,6,262,0,20190
491,2075,46,53,0,8724
492,29,1,605,0,20902
493,62,3,77,0,21146
494,778.45,13,223,0,22043
495,112,3,28,0,20120
496,420.45,11,14,0,21204
497,68,2,890,0,22308
498,132,4,782,0,8724
499,118,3,145,0,20170
500,200,5,107,0,20715
501,1234,24,336,0,8550
502,188,3,684,0,8755
503,22.95,1,807,0,20879
504,366.9,11,75,0,22901
505,152,5,192,0,20111
506,120,3,48,1,20170
507,39.5,1,195,1,20147
508,91.5,5,348,0,21014
509,528.5,12,214,0,20850
510,82,1,643,0,19147
511,148.95,4,85,1,23185
512,264,4,720,0,21784
513,1447.8,30,132,0,21093
514,94,1,910,0,20855
515,34,1,282,0,22207
516,39.95,1,760,0,20874
517,669,5,186,0,20879
518,99.95,2,327,0,23229
519,16,1,275,0,19087
520,137.5,3,163,0,21157
521,19.5,1,141,0,22310
522,2036.05,38,155,1,20901
523,24,1,639,0,18901
524,49,1,922,0,21042
525,235.25,6,63,0,20878
526,159,1,636,0,22026
527,495,13,85,0,20878
528,145,3,274,0,20817
529,39.5,2,391,0,21014
530,539.9,10,170,0,20878
531,253.85,4,216,0,22901
532,327.9,6,265,0,20850
533,73.5,2,266,0,20833
534,37,2,32,0,22026
535,123,2,268,0,20170
536,243,10,87,0,21401
537,107,3,263,0,21701
538,99,1,972,0,18901
539,65.95,3,267,0,21702
540,392.4,16,87,0,21113
541,1321.45,35,9,1,19002
542,229,1,518,0,20879
543,180.5,5,362,0,21771
544,54,2,271,0,22101
545,841,20,540,0,8033
546,564,12,265,0,20170
547,286.5,7,271,0,19446
548,39.5,2,339,0,20015
549,337.4,6,207,0,8012
550,296.5,6,264,0,19006
551,262.65,10,471,0,8215
552,79,2,653,0,21108
553,301.5,7,119,1,22152
554,44,2,433,0,22306
555,96,3,640,0,21212
556,133,2,290,0,22032
557,72.45,2,716,0,20895
558,19.95,1,595,0,21401
559,49,1,956,0,22407
560,34,1,799,0,8003
561,650.45,14,115,0,22405
562,221,4,266,0,8527
563,110.5,3,231,0,20169
564,51.5,2,688,0,23233
565,44,1,702,0,21234
566,716.85,17,146,0,20816
567,113.3,5,38,0,21702
568,178,2,149,0,20164
569,328,2,48,0,8205
570,39,1,269,0,22153
571,115,4,846,0,22207
572,76,2,646,0,21015
573,95.45,3,247,1,19038
574,37,2,346,1,21163
575,127.5,6,319,0,23233
576,82,3,848,0,21093
577,39.5,2,397,0,21012
578,1024.9,22,146,1,20833
579,624.9,15,47,1,18966
580,125,3,56,0,8087
581,393.5,13,11,0,8057
582,651.3,17,238,0,20190
583,2033,49,28,0,22066
584,64.45,2,220,0,21286
585,63.5,2,583,0,8108
586,87,2,477,0,20854
587,218.9,4,363,0,22911
588,242.95,5,7,1,8628
589,25.9,2,39,1,20132
590,491.95,12,7,1,20155
591,0,2,4,1,22306
592,2128.55,43,198,0,8816
593,49.5,3,701,0,20854
594,198.85,4,24,0,22207
595,728.5,12,185,0,20770
596,604.45,15,245,0,20816
597,190,5,26,0,22209
598,24,1,848,0,8234
599,1075,14,626,0,22030
600,646,23,73,0,19046
601,804.7,18,22,0,22314
602,391.45,7,206,0,20186
603,98.5,7,208,1,8007
604,95,2,629,0,20855
605,79,2,266,1,22192
606,37,2,382,0,8081
607,80.9,3,38,1,22205
608,1298,17,154,0,22405
609,29,1,8,0,22030
610,491,9,22,0,18901
611,316.95,5,66,0,23185
612,765.45,20,3,0,22015
613,755.25,15,259,1,19136
614,189,1,676,0,8050
615,126,6,102,0,8721
616,372,11,271,0,21012
617,64,1,262,0,19124
618,36,1,407,0,20016
619,275,1,363,0,21212
620,29,1,275,0,8007
621,103,2,269,0,21163
622,49.5,1,264,0,20705
623,2217.2,46,28,1,18966
624,150,2,656,0,8054
625,59,1,597,0,8057
626,579.95,15,53,0,20814
627,296.5,7,218,0,18901
628,58,2,642,0,8724
629,334.35,10,258,0,23185
630,69,1,273,0,19087
631,32.5,1,269,0,22124
632,518.05,13,360,0,20002
633,91.5,2,281,0,21061
634,30,1,339,0,8753
635,365.15,14,19,0,19010
636,44,1,689,0,22311
637,156.85,8,274,0,22180
638,385.3,11,200,0,20904
639,29,1,158,0,8527
640,188,5,200,0,8087
641,207.75,8,70,1,20715
642,82.9,4,551,0,22630
643,2721.3,42,40,0,21401
644,572.2,16,271,0,22044
645,222,5,279,0,21701
646,575.7,20,301,0,19446
647,66.35,4,651,0,22015
648,613.2,26,46,1,22205
649,235.75,9,24,0,21048
650,49.5,1,261,0,8690
651,70,2,500,0,20852
652,1704.9,45,269,1,8205
653,322.95,7,267,1,19010
654,78,2,266,0,22046
655,29.95,1,950,0,22124
656,109,2,629,0,20132
657,2228.75,54,102,1,21015
658,69,1,323,0,8690
659,1341,44,13,1,22101
660,218.3,12,69,1,18901
661,466,11,227,0,20194
662,99,1,212,0,8753
663,44,1,628,0,20008
664,432.85,10,67,1,20175
665,160,3,316,1,20854
666,19,1,761,0,18901
667,74,1,257,0,8757
668,192.93,6,383,0,22601
669,169,1,178,0,20814
670,75,1,267,0,20855
671,369.85,10,247,0,20190
672,301.5,8,303,0,22153
673,108,2,96,0,20854
674,192.5,5,643,0,8081
675,59,1,558,0,8109
676,1076,20,286,0,20009
677,952.95,10,44,0,20815
678,310.5,7,207,0,21044
679,257,3,260,0,21054
680,68.95,4,109,0,19046
681,173,7,282,0,21774
682,241.5,7,271,1,19087
683,149,1,670,0,20155
684,798.7,28,179,0,21401
685,63,2,214,0,20121
686,191.45,9,123,0,20136
687,321.45,9,273,0,20016
688,25.9,2,738,0,21014
689,32,1,644,0,20175
690,49,1,843,0,21042
691,279.5,8,306,0,20111
692,692,10,4,0,8619
693,532.4,18,299,1,22043
694,83,3,700,0,21032
695,276,7,39,1,23113
696,2027.9,28,550,1,20141
697,286,7,272,0,8520
698,203.5,4,298,0,20148
699,858.85,28,226,0,20016
700,89,1,640,0,21702
701,52.5,2,676,0,21074
702,211.5,6,170,0,21046
703,2564,52,319,0,20852
704,49,4,258,0,8034
705,112,2,264,0,8003
706,83,2,629,0,20854
707,237.5,7,216,0,21210
708,432.95,11,63,1,20878
709,0,1,916,0,19152
710,117,3,262,0,8330
711,125,3,345,1,21234
712,144.85,5,40,0,21093
713,571.8,8,53,0,21701
714,131,5,40,0,8234
715,911.6,27,16,0,20191
716,338,9,145,0,21401
717,1024.95,16,98,0,20003
718,48,1,827,0,19010
719,197,2,573,0,20115
720,499.7,18,597,0,20008
721,16.1,1,630,0,21122
722,152.95,4,538,0,20148
723,39.9,2,797,0,21401
724,39.5,1,503,0,20015
725,109,2,404,0,20186
726,44,1,229,0,8087
727,188.5,3,270,0,20850
728,1108.45,27,245,0,20165
729,38.19,2,750,0,20176
730,284.49,9,22,1,22192
731,614.5,17,270,0,20832
732,89,1,606,0,21075
733,109,1,934,0,8534
734,29,1,5,1,8009
735,313.95,4,2,0,20115
736,162.95,6,51,1,20175
737,55,1,650,0,19446
738,378.45,7,164,0,8046
739,177,5,579,0,22066
740,118,2,271,0,8619
741,56,2,291,1,7728
742,205.9,6,55,0,22407
743,500.9,10,256,0,21403
744,118.5,2,366,0,20120
745,779.1,29,22,1,22043
746,260.5,7,269,0,20707
747,49.5,1,655,0,20832
748,238,3,90,1,8244
749,254.5,7,518,0,21042
750,50,2,27,0,8753
751,39.5,2,385,0,23233
752,93,4,74,1,21044
753,752,16,599,0,20874
754,79,1,849,0,21144
755,125.85,5,54,1,22209
756,119,1,646,0,8540
757,123,5,260,0,22554
758,45,1,690,0,20878
759,106.5,5,116,0,8054
760,572,9,265,0,8648
761,400,5,276,0,18901
762,20,1,867,0,21224
763,40,3,262,0,21054
764,44,1,343,1,8054
765,19,1,839,0,20874
766,588,6,264,0,19087
767,317,3,458,0,20910
768,61.7,4,6,0,22308
769,29.5,1,271,0,8030
770,2124.4,17,279,0,19096
771,49.5,1,215,0,22191
772,17,1,192,1,21210
773,139,1,226,0,20110
774,99,2,271,0,20147
775,199,1,917,0,21229
776,139.5,6,399,0,21114
777,209,2,435,0,8724
778,121.5,2,31,0,20136
779,390.5,6,20,0,21061
780,358,6,93,0,19135
781,257.85,7,72,0,20707
782,0,1,638,0,20120
783,1288.5,20,15,1,21117
784,326.85,8,153,1,8225
785,715.4,11,32,0,23229
786,41,1,622,0,20872
787,79.85,4,434,0,21146
788,39.5,1,747,0,21157
789,299,1,635,0,22039
790,228,3,447,0,20165
791,108,2,12,0,8094
792,19.95,1,605,0,20723
793,39.5,1,66,0,22401
794,685,3,426,0,8742
795,1113.65,24,82,0,8520
796,398,9,634,0,20165
797,696,17,306,0,22903
798,0,3,663,0,20165
799,237,6,32,0,20147
800,34,1,649,0,18940
801,1521.95,40,57,0,21029
802,251.45,6,117,0,20002
803,98,3,711,0,8540
804,297.9,5,23,1,20190
805,213,2,44,0,8062
806,29.95,1,715,0,20176
807,359.85,8,37,0,21207
808,2869.1,45,151,0,20007
809,75,1,266,0,8008
810,134.95,4,450,0,20901
811,29,1,207,0,20850
812,74.95,2,762,0,20817
813,39.5,1,941,0,21210
814,88,5,266,0,8520
815,59,2,268,0,20879
816,640,14,28,0,8690
817,1163.7,30,5,1,8003
818,922.65,23,289,0,21090
819,550,2,641,0,20853
820,24,1,24,0,8054
821,274.45,6,259,0,22041
822,63.8,4,211,0,20878
823,350.85,9,274,0,8540
824,613.9,12,271,0,7728
825,180.95,5,246,0,21701
826,146,3,571,0,19087
827,153.85,4,266,0,22032
828,29.5,1,262,0,22312
829,15,1,13,0,21014
830,331,5,67,0,8540
831,120,5,507,0,19020
832,847.78,29,10,1,20854
833,131,6,260,0,8701
834,45,3,746,0,20817
835,191.5,5,89,1,22206
836,170,8,33,0,8691
837,154.5,3,15,0,21701
838,1266.4,17,58,0,21044
839,143.35,4,806,0,18966
840,172.5,5,20,1,20164
841,29,1,890,0,20170
842,177.5,4,24,0,21228
843,76.45,4,678,0,22101
844,44,1,47,0,22602
845,209,3,274,0,22153
846,1591.2,42,38,1,20817
847,79,1,311,0,8701
848,274,5,255,0,20901
849,205.95,3,211,0,23113
850,55,1,271,0,20148
851,338,2,688,0,20175
852,29.5,1,194,0,22308
853,172.35,6,283,0,21218
854,707.5,16,7,1,19446
855,525.7,12,246,1,19154
856,55,2,866,0,22554
857,245,7,34,1,23229
858,1175.4,23,43,0,23233
859,80,3,753,1,23233
860,2009.3,62,63,1,20132
861,0,1,540,0,21015
862,49.5,1,231,0,19027
863,39.5,2,348,0,21074
864,75,3,34,0,8724
865,93,2,19,0,22310
866,483.4,9,4,0,21212
867,763.5,12,377,0,22301
868,152,3,331,0,22101
869,1005.6,19,21,0,22309
870,438,9,257,0,21234
871,45,1,266,0,21236
872,69.5,2,628,0,22203
873,397,6,605,0,22030
874,0,1,377,0,8034
875,118.5,4,652,0,19053
876,60,1,290,0,22003
877,38,1,616,1,22030
878,64,2,271,0,8005
879,74,1,652,0,22903
880,209,5,308,1,20895
881,410.65,17,561,0,8234
882,79,2,607,0,21117
883,960,29,150,0,20152
884,29,1,74,0,20120
885,72,1,466,0,20902
886,217,3,92,0,20832
887,467,4,416,0,20002
888,354.9,7,63,0,21784
889,177.5,4,26,0,21771
890,491,4,53,1,20906
891,3293.8,63,14,0,8701
892,500,13,200,0,23113
893,115,1,801,0,8215
894,359,5,645,0,21012
895,385.5,6,339,0,20723
896,39.5,1,598,0,21117
897,0,1,663,0,8873
898,199,6,627,0,8083
899,64,1,257,0,21044
900,391,6,257,0,20170
901,365.8,13,245,0,20777
902,158,1,892,0,20901
903,36,1,276,0,22701
904,287,6,617,0,21042
905,61.5,2,504,0,20854
906,104,2,572,0,21136
907,499,1,693,0,20124
908,395.9,3,732,0,20912
909,72,3,274,0,21224
910,775.95,11,280,1,8527
911,39.5,2,347,0,20878
912,118.45,5,582,0,21136
913,531.4,21,66,0,19038
914,288,2,604,0,20181
915,322.5,11,30,0,21117
916,160,3,682,0,21784
917,150,8,65,0,20814
918,493.9,6,20,0,20850
919,103,3,287,0,21015
920,161,4,20,1,20008
921,59,2,651,0,21229
922,227.5,6,263,0,21042
923,263.75,10,54,1,8098
924,517.4,7,225,1,21157
925,79,1,936,0,21701
926,894.9,19,89,1,22101
927,727.5,21,25,0,19038
928,300.5,6,728,0,19010
929,553.1,15,57,0,19038
930,56,1,750,0,21236
931,415.5,2,624,0,21113
932,446,7,18,0,21093
933,129.4,5,281,0,22193
934,247,9,47,0,8742
935,312.3,10,58,0,8055
936,287.95,4,456,0,20850
937,19.95,1,100,0,22003
938,45.5,1,634,0,8550
939,292,8,355,1,22193
940,79,1,623,0,20895
941,69,1,681,0,22102
942,413.5,12,1,0,20141
943,228.75,5,370,0,22044
944,111,7,532,0,20007
945,36.95,1,245,0,19130
946,541.5,13,297,1,20715
947,56,2,268,0,8071
948,24.95,1,967,0,22031
949,197,3,130,0,21035
950,908.8,19,534,1,20901
951,25,1,582,0,19130
952,231.5,4,258,0,20120
953,69.95,1,949,0,20783
954,192,4,266,0,21117
955,69.9,2,692,0,8244
956,27.15,3,340,0,20111
957,702.5,8,68,0,19446
958,166,5,160,1,8087
959,139,3,271,0,21701
960,39.5,1,265,0,8215
961,45,1,16,0,20854
962,164.5,5,193,0,19136
963,79,1,703,0,19147
964,121.5,5,3,0,22407
965,168.45,3,583,0,21234
966,46,2,625,0,22207
967,39.5,1,733,0,19067
968,39,1,267,0,22032
969,353.95,9,467,0,22207
970,89.85,3,267,0,20008
971,89,1,284,0,20904
972,98.95,2,105,0,22309
973,410.5,9,89,1,21131
974,149,4,273,0,19047
975,177.95,9,462,0,20190
976,125,4,547,0,20181
977,705.05,20,289,1,21227
978,98,2,672,0,24060
979,89,1,257,0,21401
980,179.9,4,343,0,22046
981,250.5,8,538,0,21114
982,713.8,23,30,0,22124
983,67,2,846,0,21075
984,158,2,634,0,19002
985,147,5,828,0,21046
986,125.5,2,130,0,8050
987,44,1,260,0,22306
988,668,10,286,1,21042
